avg_dist,avg_inc_price,avg_rating_by_driver,avg_rating_of_driver,city_Carthag,city_Harko,fancy_car_user,first_month_cat_more_1_trip,first_month_cat_no_trips,inc_pct,month_5_still_here,phone_iPhone,weekday_pct
1.72,1,5,4,0,0,FALSE,0,1,0,0,1,100
13.12,1,5,4.3,0,1,TRUE,1,0,0,1,0,86.4
2.67,1,5,,0,0,FALSE,0,1,0,0,1,100
5.83,1,4.5,4.5,1,0,TRUE,0,1,0,0,1,100
2.91,1,5,4,1,0,FALSE,0,0,0,0,1,100
2.99,1,5,5,0,0,TRUE,0,0,0,0,0,0
2.22,1,4.8,,1,0,FALSE,0,1,0,0,1,100
4.41,1.05,4.6,4,1,0,FALSE,1,0,10.3,0,0,43.6
3.4,1,5,,0,1,FALSE,0,0,0,0,1,100
12.83,1,5,3.5,0,0,TRUE,1,0,0,0,0,0
5.8,1.03,5,5,0,1,TRUE,1,0,12.5,1,1,75
6.02,1.09,5,5,0,1,FALSE,1,0,12.5,1,1,87.5
3.7,1,4.7,4.3,0,0,FALSE,1,0,0,1,1,0
8.13,1,4.9,4.6,0,0,FALSE,1,0,0,1,1,31.3
0.92,1,5,5,0,1,TRUE,0,1,0,1,0,0
5.58,1.75,4.3,4,1,0,FALSE,1,0,66.7,1,1,33.3
7.98,1,4,5,1,0,FALSE,0,1,0,1,1,0
1.33,1,5,3,1,0,TRUE,1,0,0,0,1,100
2.06,1.32,4.8,3.6,0,0,FALSE,0,1,14.3,0,1,85.7
3.54,1.06,4.8,4.9,0,1,FALSE,1,0,12.1,0,1,75.8
7.9,1,4.8,5,1,0,FALSE,0,1,0,0,1,50
6.18,1,3.7,5,0,1,FALSE,0,0,0,1,0,57.1
2.4,1,5,5,0,0,FALSE,1,0,0,0,1,0
6.4,1,5,,0,0,TRUE,0,1,0,0,1,100
3.36,1,5,5,0,0,TRUE,0,0,0,0,1,100
2.1,1.4,4.5,4.1,1,0,FALSE,1,0,30,1,1,45
5.39,1,5,5,1,0,FALSE,0,0,0,0,1,100
16.7,1,5,5,0,0,FALSE,0,0,0,0,0,66.7
3.19,1.04,4.8,4.8,0,0,TRUE,1,0,9.5,1,1,76.2
2.71,1,5,4.7,0,1,TRUE,1,0,0,0,0,55.6
20.17,1,5,,0,1,FALSE,0,1,0,1,1,100
3.69,1,4.8,4.6,1,0,TRUE,0,0,0,1,1,80
13.77,1,5,,0,1,FALSE,0,0,0,0,0,100
3.97,1,5,5,1,0,FALSE,0,1,0,1,1,100
1.99,1,4.3,3.5,0,0,FALSE,1,0,0,0,0,100
5.24,1,4.8,5,0,0,TRUE,0,0,0,1,1,100
4.53,1,5,5,0,0,TRUE,0,0,0,0,1,100
3.58,1,5,,0,0,FALSE,0,1,0,1,1,0
3.97,1.38,5,,1,0,FALSE,0,0,50,0,1,0
6.11,1,4.4,5,0,0,FALSE,1,0,0,1,0,100
15.34,1,5,,0,0,TRUE,0,1,0,0,1,100
14.19,1,5,5,0,0,FALSE,0,1,0,0,0,100
3.94,1.14,4.9,4.2,0,1,TRUE,1,0,14.3,0,0,64.3
1.94,1,4.9,4.8,0,1,TRUE,1,0,0,1,1,41
1.11,1,5,5,0,1,FALSE,0,1,0,1,1,100
2.67,1.12,4.9,5,1,0,FALSE,1,0,19,0,1,81
7.43,1.04,3.3,4.7,0,0,TRUE,1,0,16.7,1,1,50
3.45,1.17,5,5,0,1,FALSE,1,0,22.2,1,1,33.3
7.47,1,4.9,4.8,0,0,FALSE,0,1,0,1,1,67.6
1.12,1,5,5,0,0,FALSE,0,1,0,0,1,0
10.92,1,4.9,4,0,0,TRUE,1,0,0,1,1,72.2
3.2,1,5,5,1,0,FALSE,0,1,0,0,0,0
11.39,1.03,4.9,4.9,0,0,FALSE,1,0,6.7,0,0,60
3.68,1.12,4.8,4.5,0,1,FALSE,1,0,25,1,1,19.4
4.69,1,5,5,0,1,FALSE,0,1,0,1,1,0
13.65,1,5,4,0,0,FALSE,0,1,0,1,1,100
3.48,1,5,5,1,0,FALSE,0,1,0,0,1,100
4.59,1,5,,1,0,FALSE,0,0,0,0,0,100
2.79,1.18,4.8,5,1,0,FALSE,1,0,20,1,1,30
1.11,2,5,,1,0,FALSE,0,0,100,0,1,100
2.96,1.07,4.7,4.8,0,0,TRUE,1,0,7.5,1,1,62.7
4.36,1.04,5,5,0,1,TRUE,1,0,16.7,0,1,66.7
3.3,1,5,5,0,1,TRUE,0,0,0,1,0,50
2.45,1.08,5,4.3,0,1,FALSE,0,1,16.7,1,1,100
4.38,1.01,4.7,4.9,0,0,TRUE,1,0,0.9,1,1,97.3
3.39,1.1,4.4,5,0,0,TRUE,1,0,20,1,0,60
2.54,2,5,5,0,0,FALSE,1,0,50,0,0,100
5.11,1.05,4.3,5,1,0,TRUE,1,0,12.5,1,1,50
3.19,1,4,4,0,0,FALSE,0,1,0,1,1,0
9.48,1,5,5,0,0,FALSE,1,0,0,0,1,50
2.63,1,5,,1,0,FALSE,0,0,0,0,1,0
12.1,1,5,4,1,0,FALSE,1,0,0,1,1,75
4.93,1,5,4.3,1,0,TRUE,1,0,0,1,1,66.7
0.67,1,5,5,1,0,FALSE,0,1,0,0,1,0
3.44,1.08,4.6,4.8,1,0,FALSE,1,0,10,0,1,90
11.54,1,5,5,0,1,FALSE,1,0,0,1,1,33.3
26.57,1,5,,1,0,TRUE,0,1,0,0,1,0
1.55,1,4.4,3.9,0,0,FALSE,1,0,0,0,1,52.9
5.65,1.15,4.8,3.9,0,0,TRUE,1,0,14.3,1,1,67.3
3.05,1,5,5,1,0,TRUE,1,0,0,0,1,0
3.35,2,,5,0,1,FALSE,0,1,100,1,1,100
2.31,1,5,,1,0,FALSE,0,1,0,0,1,100
7.12,1,4.8,4.7,0,1,FALSE,1,0,0,0,1,100
2.22,1.06,4.3,4,1,0,FALSE,0,1,25,1,1,25
3.12,1.19,4.8,4,1,0,TRUE,1,0,25,1,1,75
3.39,1,5,5,0,1,TRUE,0,1,0,0,0,100
1.77,1.12,4.6,4.8,0,0,TRUE,1,0,11.4,1,1,84.3
4.66,1,5,4,0,0,TRUE,1,0,0,1,1,42.9
0.76,1.33,5,5,0,0,FALSE,0,1,33.3,0,0,100
1.21,1.05,3.8,,0,0,TRUE,1,0,20,0,1,60
5,1,5,4.7,1,0,TRUE,1,0,0,1,1,57.1
10.24,1,5,5,0,0,FALSE,0,1,0,0,1,50
2.29,1,5,5,1,0,TRUE,0,1,0,1,1,100
5.48,1,4.5,4.7,0,0,TRUE,1,0,0,1,1,91.7
6.98,1,5,5,0,0,FALSE,0,1,0,0,1,100
4.13,1.18,4.8,5,1,0,TRUE,0,0,23.5,1,1,64.7
3.91,1,4.8,4.7,0,0,TRUE,1,0,0,1,0,83.3
4.39,1,4,4,0,0,FALSE,1,0,0,0,0,50
6.07,1,4.8,4.4,0,1,TRUE,1,0,0,1,1,75
3.71,1,4.5,5,1,0,FALSE,0,0,0,1,0,100
3.28,1,5,,0,0,FALSE,0,0,0,0,1,100
4.12,1,5,,1,0,FALSE,0,0,0,0,1,0
1.39,1,4.4,5,0,0,TRUE,1,0,0,1,1,36.1
1.52,1,4.5,5,0,0,TRUE,0,1,0,0,1,100
1.79,1.18,4,4.8,1,0,TRUE,1,0,20,1,1,60
5.9,1.04,4.9,4.8,0,0,TRUE,1,0,14.3,1,1,42.9
1.8,1,4.6,4.9,0,0,TRUE,1,0,0,1,0,41.2
3.66,1.88,5,4,1,0,FALSE,1,0,50,1,1,50
2.12,1,5,5,0,1,FALSE,0,1,0,0,1,0
2.48,1,5,,0,0,FALSE,0,1,0,0,0,100
1.87,1.21,4.7,5,1,0,TRUE,1,0,28.6,1,1,68.4
4.87,1.25,5,5,0,0,FALSE,0,1,100,0,0,100
6.3,1,5,,1,0,FALSE,0,1,0,0,1,100
4.67,1,4.7,4.8,1,0,TRUE,1,0,0,1,0,90
3.57,1,4.9,5,0,0,TRUE,1,0,0,1,1,62.5
3.11,1.09,5,4.8,0,1,TRUE,0,0,18.2,1,1,54.5
3.06,1,4.5,4.8,0,0,FALSE,1,0,0,1,0,52.9
6.9,1.11,4.7,4.1,1,0,FALSE,1,0,14.3,1,1,42.9
3.8,1.25,5,1,0,1,FALSE,0,1,100,1,1,0
8.27,1,5,5,0,0,FALSE,1,0,0,0,0,100
5.94,1.25,5,5,0,1,FALSE,0,0,20,1,1,80
3.48,1.06,4.8,5,1,0,FALSE,0,1,15.4,0,1,53.8
0.19,1,4,,1,0,FALSE,0,1,0,0,0,100
4.94,1.04,4.8,3.9,0,0,FALSE,1,0,7.7,1,1,76.9
2.5,1,5,5,0,0,TRUE,1,0,0,1,1,50
5.34,1,5,5,1,0,TRUE,1,0,0,1,0,46.2
2.74,1.21,4.7,5,0,1,TRUE,1,0,14.3,1,1,42.9
3.42,1.07,5,4.9,0,1,TRUE,0,1,16.7,1,0,88.9
5.97,1,5,,0,0,FALSE,0,1,0,0,0,0
3.65,1,4.7,5,1,0,TRUE,1,0,0,1,0,0
1.5,1.02,4.7,4.9,0,0,FALSE,1,0,4.7,0,1,65.1
7.18,1,4.8,5,0,1,FALSE,1,0,0,1,1,70
4.96,1,5,4.7,1,0,FALSE,0,1,0,1,1,50
6.48,1,4,,1,0,TRUE,0,0,0,0,1,100
16.92,1,4,3,1,0,FALSE,0,0,0,0,1,0
1.34,1,4.8,4.9,0,1,TRUE,1,0,0,1,0,74.4
10.04,1,5,,1,0,FALSE,0,0,0,0,1,0
3.05,1,5,4,0,0,FALSE,0,0,0,0,0,100
2.37,1.09,5,4.6,0,0,FALSE,1,0,25,0,0,87.5
3.35,1,4,1,0,0,TRUE,0,1,0,1,1,0
3.88,1,5,5,0,1,TRUE,1,0,0,0,1,66.7
14.55,1,5,,0,0,FALSE,0,0,0,0,1,100
11.47,1,5,4.7,0,0,TRUE,0,1,0,1,1,100
7.14,1,5,4,0,0,TRUE,0,0,0,0,0,100
13.68,1,5,5,0,1,FALSE,0,0,0,1,0,100
2.76,1,5,4.3,1,0,FALSE,0,1,0,1,1,25
1.99,1.25,5,3,1,0,FALSE,1,0,50,0,1,0
18.96,1,5,5,0,1,FALSE,0,0,0,0,1,0
3.9,1.15,4.6,4.7,1,0,TRUE,1,0,11.1,1,1,66.7
2.08,1.01,4.2,4.3,0,0,TRUE,1,0,5.6,1,1,66.7
1.46,1,4.5,5,0,0,FALSE,0,0,0,0,1,50
2.96,1,4.4,5,0,0,FALSE,1,0,0,1,1,69.2
4.6,1.09,5,5,0,0,FALSE,1,0,5.9,1,1,76.5
2.16,1.04,4.6,4.6,1,0,TRUE,1,0,8.9,1,1,58.9
1.9,1,5,5,0,0,FALSE,0,1,0,0,0,50
8.74,1,5,5,1,0,FALSE,1,0,0,0,0,100
2.1,1,4.6,5,0,0,TRUE,0,1,0,1,0,100
2.3,1.1,4.9,4.1,0,0,FALSE,1,0,10,1,1,70
6.06,1,5,4.8,1,0,FALSE,0,0,0,1,0,16.7
16.71,1,5,,1,0,TRUE,0,1,0,1,1,100
15.4,1,5,5,1,0,FALSE,0,1,0,1,1,100
6.26,1,5,4,0,1,TRUE,1,0,0,1,1,100
1.77,1,4.3,4.3,0,0,FALSE,1,0,0,0,1,75
2.42,1,5,4.6,1,0,TRUE,1,0,0,1,1,63.6
2.14,1.1,4.7,5,0,1,TRUE,1,0,17.6,1,1,29.4
24.25,1,4,,0,1,TRUE,0,1,0,1,1,0
9.56,1,5,4,0,0,FALSE,1,0,0,0,1,0
3.92,1.08,4.8,4,1,0,TRUE,1,0,33.3,0,1,100
4.52,1.12,4.8,4.8,0,0,TRUE,1,0,8.3,1,0,68.8
2.19,1,5,5,0,1,TRUE,0,1,0,1,1,100
2.89,1.23,4.7,4.6,1,0,FALSE,1,0,18.8,0,0,43.8
5.26,1.07,4.7,4.8,1,0,TRUE,1,0,11.4,1,0,65.9
1.76,1,3.7,4.5,0,0,FALSE,1,0,0,1,1,57.1
1.08,1,3.5,5,0,0,FALSE,0,1,0,0,1,100
18.46,1,5,3,0,1,FALSE,0,1,0,0,1,100
5.05,1,5,5,0,0,FALSE,1,0,0,1,1,25
2.84,1,4.2,4,0,0,FALSE,1,0,0,0,0,50
11.51,1,5,,1,0,TRUE,0,0,0,0,1,100
6.53,1.08,5,5,0,1,TRUE,0,0,16.7,1,0,50
10.65,1.07,4.8,5,0,1,TRUE,0,0,8,1,0,60
5.43,1,5,3,0,0,FALSE,0,1,0,0,0,66.7
3.55,1,4.6,4.1,0,0,FALSE,0,0,0,1,0,60
4.81,1,5,4.5,1,0,TRUE,1,0,0,0,1,75
3.87,1,5,5,0,0,TRUE,0,0,0,0,1,33.3
6.37,1,5,5,0,0,TRUE,0,1,0,0,1,100
4.45,1,4.9,4.8,0,0,FALSE,1,0,1.7,1,0,74.1
8.63,1,5,4,0,1,FALSE,0,0,0,0,1,100
4.42,1.03,4.2,3.7,0,0,FALSE,0,1,6.3,1,1,18.8
1.37,1,5,3.7,1,0,FALSE,1,0,0,0,0,66.7
25.05,1,5,,0,1,FALSE,0,0,0,0,1,0
2.65,1,5,5,1,0,FALSE,1,0,0,0,1,100
15.26,1,5,,1,0,FALSE,0,1,0,0,0,100
13.63,1,5,,0,0,TRUE,0,0,0,0,0,0
3.21,1,5,5,0,0,FALSE,0,0,0,1,1,40
3.41,1.06,4.7,4.8,1,0,TRUE,0,0,6.9,1,0,65.5
0.69,1,1,,0,0,FALSE,0,0,0,0,0,100
5.63,1.13,4.6,3.9,0,0,FALSE,1,0,15.6,0,1,68.8
3.32,1,4,5,0,0,FALSE,0,0,0,0,1,100
0.65,1,5,5,0,0,FALSE,1,0,0,0,0,50
8.99,1,5,5,0,0,TRUE,0,1,0,0,1,100
2.02,1.09,4.7,5,1,0,FALSE,1,0,9.1,0,1,93.2
4.77,1,5,3,0,0,FALSE,0,0,0,0,1,100
11.76,1,5,5,0,1,FALSE,0,0,0,0,1,50
2.86,1,4.8,5,1,0,FALSE,0,1,0,0,1,100
4.04,1.22,5,5,0,1,FALSE,1,0,12.5,1,1,50
4.96,1.25,4.5,4.6,1,0,TRUE,0,1,37.5,1,0,50
14.8,1,4.2,5,0,0,TRUE,0,1,0,1,1,100
2.33,1.02,4.9,5,1,0,TRUE,1,0,4.3,1,1,43.5
5.33,1.06,4.4,4.3,0,0,FALSE,1,0,11.1,1,1,77.8
2.41,1.75,4.5,,1,0,FALSE,1,0,50,0,0,0
27.16,1,5,5,0,1,FALSE,0,0,0,0,0,50
8.61,1.02,4.8,4.9,1,0,FALSE,1,0,7.1,0,1,64.3
3.83,1,,5,1,0,TRUE,0,0,0,0,1,0
13.44,1,5,1,0,0,FALSE,0,1,0,0,1,66.7
2.87,1,4.5,2.8,0,0,FALSE,0,0,0,1,1,18.2
3.21,1,5,5,0,1,TRUE,0,1,0,1,1,33.3
6.29,1.56,4.8,4.5,1,0,TRUE,0,1,25,0,1,0
7.07,1.13,5,4.3,1,0,FALSE,1,0,25,0,0,25
0.01,1,5,,0,0,FALSE,0,0,0,0,0,0
1.36,1,5,5,0,1,FALSE,1,0,0,0,1,0
5.66,1,5,4,1,0,FALSE,1,0,0,0,1,100
0.85,1,5,5,1,0,TRUE,0,0,0,1,0,100
14.31,1,4,,0,0,FALSE,0,0,0,0,0,50
4.89,1,4.8,4,1,0,TRUE,1,0,0,0,1,66.7
5.66,1,5,5,1,0,FALSE,0,0,0,0,0,0
0,1,5,,1,0,FALSE,1,0,0,1,1,100
4.55,1.11,5,5,0,0,FALSE,1,0,14.3,0,0,57.1
3.09,1,5,,1,0,FALSE,0,0,0,0,0,0
3.62,1.05,4.7,4.9,0,1,TRUE,0,0,7.1,1,1,42.9
5.58,1.2,4.4,5,0,1,FALSE,0,1,40,1,1,40
5.35,1.4,4.8,4.7,0,0,FALSE,1,0,20,1,1,20
5.03,1,5,5,1,0,FALSE,0,0,0,0,0,100
3.32,1,5,5,1,0,FALSE,0,0,0,0,0,100
1.77,1,5,3.7,0,0,FALSE,0,0,0,1,1,66.7
2.7,1,4.5,4.9,0,0,TRUE,0,1,0,1,1,54.5
2.87,1.06,4.6,4.7,0,1,FALSE,1,0,15.4,1,1,46.2
3.43,1,5,,0,0,FALSE,0,1,0,1,1,0
16.65,1,5,5,0,0,FALSE,0,1,0,1,1,100
3.98,1,5,,1,0,TRUE,0,1,0,0,0,0
0.85,1,5,,0,0,FALSE,0,0,0,0,0,100
4.35,1.08,4,5,0,0,TRUE,0,1,6.7,1,1,46.7
2.77,1,5,5,1,0,TRUE,0,1,0,0,0,100
2.85,1.19,4.8,5,0,1,TRUE,1,0,22.6,1,1,60.7
3.53,1,5,5,1,0,TRUE,0,1,0,0,0,100
5.21,1,5,,1,0,TRUE,0,0,0,0,0,100
3.11,1,4.3,4.8,0,0,FALSE,1,0,0,1,0,9.1
6.26,1.25,4.9,5,1,0,FALSE,1,0,21.4,0,0,7.1
2.69,1.03,4.4,4.8,0,1,TRUE,1,0,3.1,1,1,90.6
2.87,1,4.6,5,1,0,TRUE,1,0,0,1,1,60
2.55,1.14,4.8,4.6,0,0,TRUE,1,0,12.5,1,1,66.7
3.32,1.09,4.8,4.8,0,0,FALSE,1,0,12.2,1,1,46.3
11.78,1,5,,0,1,FALSE,0,1,0,0,1,0
3.27,1,5,5,0,0,TRUE,0,1,0,0,0,50
13.43,1,5,5,0,0,TRUE,1,0,0,0,1,75
7.67,1,5,5,1,0,FALSE,0,1,0,1,1,0
2.16,1.75,2,4,1,0,FALSE,0,0,100,0,1,0
4.37,1,4,3,0,0,FALSE,0,0,0,1,1,0
5.12,1,4.8,4.5,1,0,TRUE,0,1,0,1,1,100
4.64,1,4,4,1,0,TRUE,0,0,0,1,1,0
5.44,1.08,4.7,4.6,1,0,FALSE,1,0,12.1,1,1,84.8
3.79,1,4.8,4.3,1,0,FALSE,0,1,0,1,1,100
7.17,1,4.8,4.7,1,0,FALSE,0,1,0,1,1,80
2.74,1,5,4.4,1,0,TRUE,0,1,0,0,1,100
1.82,1,5,5,0,0,FALSE,0,0,0,0,1,100
11.87,1.04,5,3.3,0,1,TRUE,0,0,16.7,1,1,50
1.53,1,5,4,0,0,FALSE,1,0,0,1,1,66.7
13.53,1,5,,0,0,FALSE,0,1,0,0,0,100
4.33,1,4.5,5,0,1,FALSE,0,1,0,0,0,60
0.44,1,5,5,0,0,FALSE,0,1,0,1,1,0
6.19,1.2,4.8,5,0,1,TRUE,1,0,10,1,1,100
3.56,1,5,5,1,0,TRUE,0,1,0,0,1,20
11.46,1,5,,1,0,TRUE,0,1,0,1,0,100
1.08,1,5,5,0,0,FALSE,0,0,0,0,1,100
4.11,1,4.8,4,1,0,TRUE,1,0,0,1,1,50
9.51,1,5,5,1,0,TRUE,1,0,0,0,0,66.7
12.53,1,5,4,0,0,FALSE,0,1,0,1,1,100
3.81,1.13,4.7,4.6,1,0,TRUE,1,0,16.7,1,1,50
5.46,1.16,4.5,4.1,0,1,FALSE,1,0,37.5,1,1,75
4.84,1.11,4.9,5,0,1,FALSE,1,0,9.1,0,0,27.3
1.38,1,4,4,0,0,FALSE,0,0,0,0,0,100
3.66,1.01,4.6,4.5,0,0,TRUE,1,0,2.8,1,0,50
3.74,1.06,4.6,4.9,1,0,TRUE,1,0,8.7,1,0,75
1.56,1.1,4.8,5,0,0,FALSE,1,0,16.7,1,1,91.7
4.44,1,5,5,0,0,TRUE,0,0,0,0,1,0
2.15,1,5,5,0,1,FALSE,0,1,0,0,0,0
4.25,1,4.8,4.9,1,0,TRUE,0,0,0,1,1,100
4.72,1,5,5,1,0,FALSE,0,0,0,0,1,100
2.59,1.38,5,5,0,0,FALSE,1,0,100,0,1,0
15.2,1,5,5,1,0,FALSE,0,0,0,0,1,0
3.19,1,4.5,5,0,0,TRUE,1,0,0,0,1,50
4.66,1,5,5,1,0,FALSE,1,0,0,0,0,100
1.27,1,5,5,1,0,FALSE,1,0,0,0,1,0
2.96,1.04,4.5,4.6,0,0,FALSE,1,0,5.7,1,1,80
3.84,1,5,5,1,0,FALSE,1,0,0,0,0,50
3.3,1,4.9,5,1,0,FALSE,1,0,0,0,1,69.2
31.01,1,5,,0,0,FALSE,0,1,0,0,0,0
3.23,1,5,,0,1,FALSE,0,1,0,0,0,0
1.46,1.47,4.8,4.6,0,0,FALSE,1,0,29.4,0,1,94.1
6.8,1,5,1,0,0,FALSE,0,0,0,0,1,0
0.75,1,5,5,0,0,FALSE,0,0,0,0,1,100
1.49,1,5,,0,0,FALSE,0,1,0,0,0,100
7.99,1,5,5,0,0,TRUE,0,1,0,0,0,50
3.44,1.22,4.9,4.3,1,0,FALSE,1,0,23.3,0,1,51.2
6.37,1,4.8,4.5,0,0,FALSE,1,0,0,0,1,100
7.06,1.46,4.7,4,1,0,FALSE,1,0,33.3,0,1,16.7
1.97,1.04,4.8,5,1,0,TRUE,0,1,5.9,1,1,35.3
21.26,1,4.8,4.4,0,0,TRUE,1,0,0,0,0,100
3.07,1,5,4.9,1,0,TRUE,1,0,0,1,1,90.9
20.1,1,5,5,0,1,FALSE,0,0,0,0,1,0
5.33,1,3,5,1,0,TRUE,0,1,0,1,1,100
19.63,1,5,,0,0,FALSE,0,0,0,0,1,100
3.46,1.3,4.8,4.9,1,0,FALSE,0,0,21.4,1,1,42.9
6.69,1,4,,0,0,FALSE,0,0,0,0,1,100
3.38,1.09,4.7,4.8,1,0,TRUE,1,0,6.6,1,1,31.6
3.13,1.16,5,5,0,0,FALSE,1,0,37.5,1,0,50
3.09,1,5,,1,0,TRUE,0,0,0,0,1,0
2.96,1.04,4.7,5,1,0,TRUE,1,0,8.7,1,1,56.5
2.99,1.25,5,,0,0,FALSE,1,0,66.7,1,1,33.3
7.74,1,4,4.5,0,0,TRUE,0,1,0,0,1,100
1.95,1.25,4.8,5,0,1,TRUE,0,1,25,1,1,50
2.95,1,4.7,4.2,0,0,TRUE,1,0,0,0,1,75
1.82,1,5,5,1,0,FALSE,0,1,0,0,1,0
4.48,1.6,4.4,5,1,0,FALSE,1,0,20,0,1,20
8.82,1,4.7,3,0,0,TRUE,1,0,0,1,0,0
29.62,1.19,5,5,0,0,FALSE,1,0,50,0,0,25
5.1,1.1,4.9,4.2,0,1,TRUE,1,0,16.9,1,1,57.7
4.91,1,5,,0,0,FALSE,0,0,0,0,1,0
17.66,1,5,4,0,0,FALSE,0,0,0,0,1,0
5.82,1,5,1,1,0,FALSE,0,0,0,0,1,100
3.35,1,4,5,0,1,FALSE,0,1,0,0,1,100
5.98,1,5,5,1,0,FALSE,0,0,0,0,0,71.4
3.87,1,5,,1,0,FALSE,0,0,0,0,1,100
4.12,1.07,4.8,4.9,0,0,TRUE,1,0,7.9,1,1,44.7
2.75,1.01,4.7,4.9,0,0,FALSE,1,0,3.4,1,0,76.4
5.5,1.25,4.8,4.8,0,1,FALSE,1,0,20,1,1,40
6.07,1.13,5,5,1,0,FALSE,0,1,50,0,1,100
3.68,1,5,5,1,0,FALSE,0,1,0,1,1,50
8.21,1,5,5,0,0,TRUE,0,0,0,0,0,100
4.81,1,4.4,4.8,0,0,FALSE,0,0,0,0,1,100
3.7,1.06,4.8,4.8,0,1,FALSE,1,0,12.5,1,1,75
3.39,1,5,5,1,0,TRUE,1,0,0,0,0,71.4
2.65,1.75,5,,1,0,TRUE,0,0,100,0,0,100
1.79,1,5,2.5,0,0,TRUE,0,1,0,1,1,50
1.62,1,5,,1,0,FALSE,0,1,0,0,1,100
4.78,1,5,5,1,0,FALSE,0,0,0,0,0,0
11.36,1,5,5,0,0,FALSE,0,0,0,0,0,100
3.01,1,4.8,5,1,0,TRUE,0,0,0,0,1,37.5
3.57,1,5,3.6,0,0,TRUE,1,0,0,0,0,100
7.61,1,4.8,5,0,0,FALSE,0,0,0,1,0,20
10.05,1,5,5,0,0,FALSE,1,0,0,0,1,0
17.29,1,5,5,0,1,TRUE,0,1,0,1,0,100
4.81,3,5,4,1,0,FALSE,0,0,100,0,1,0
3.38,1,4.4,5,0,0,FALSE,0,1,0,1,0,100
4.97,1,4,4,1,0,FALSE,0,1,0,0,1,100
4.65,1.11,5,4.9,0,1,FALSE,1,0,20,1,1,95
1.22,1,5,5,1,0,TRUE,0,0,0,0,0,50
3.54,1.05,4.9,5,0,1,TRUE,1,0,12.5,1,1,75
20.86,1,4,,0,0,TRUE,0,0,0,0,1,100
12.27,1,4.5,4,0,0,TRUE,0,0,0,1,1,100
4.53,1,5,5,0,0,FALSE,0,0,0,0,0,100
4.26,1,5,5,1,0,FALSE,0,0,0,0,0,100
6.29,1,4.7,5,0,0,FALSE,0,0,0,0,1,33.3
1.11,1,4.2,4.7,0,0,FALSE,1,0,0,1,1,60
3.4,1,4.8,5,0,0,TRUE,1,0,0,1,1,25
10,1,4.7,5,0,0,TRUE,0,1,0,0,1,25
1.44,1.75,,5,0,0,FALSE,0,0,100,0,1,100
7.15,1.22,4.9,4.5,1,0,TRUE,1,0,37.5,0,0,37.5
0.91,1,5,5,0,0,TRUE,1,0,0,0,1,100
11.43,1,5,5,0,0,TRUE,1,0,0,0,0,66.7
4.59,1.67,5,2,1,0,FALSE,1,0,33.3,1,1,66.7
9.46,1,5,4,0,0,FALSE,0,0,0,0,1,0
18.43,1.13,4.9,5,0,0,TRUE,0,1,12.5,1,0,87.5
2.29,1.06,4.8,5,0,1,FALSE,1,0,16.3,1,1,79.1
5.24,1,4.7,5,0,0,FALSE,1,0,0,0,1,66.7
4.94,1,5,5,0,1,FALSE,0,0,0,0,1,0
2.66,1.06,4.8,4.6,0,0,FALSE,1,0,25,0,0,62.5
3.7,1.08,4.7,4.6,1,0,FALSE,1,0,9.5,1,1,76.2
4.63,1,4.6,4.3,0,0,FALSE,0,0,0,1,1,60
2.23,1.25,5,,0,0,FALSE,0,1,100,0,1,0
4.34,1,5,,0,0,FALSE,0,1,0,1,0,100
2.74,1,5,2.3,1,0,FALSE,1,0,0,0,1,50
2.98,1,5,5,1,0,FALSE,0,1,0,0,1,100
17.25,1,1,5,0,0,FALSE,0,1,0,0,0,0
3.13,1.75,5,5,0,0,FALSE,0,0,100,0,1,100
13.62,1,5,4.5,0,0,TRUE,0,1,0,0,0,66.7
28.26,1,5,4,1,0,TRUE,0,0,0,0,0,100
4.61,1,5,,0,0,FALSE,0,0,0,1,1,0
2.91,1.03,4.8,5,0,1,TRUE,1,0,5.7,1,1,54.3
3.69,1.15,4.9,5,1,0,FALSE,1,0,8.3,1,1,58.3
4.72,1,5,,0,0,FALSE,0,1,0,1,1,0
6.75,1.02,4.9,5,0,0,FALSE,1,0,0.7,1,0,88.3
6.62,1,5,5,1,0,TRUE,0,0,0,0,1,100
4.96,2.13,5,5,0,0,TRUE,1,0,100,1,1,0
4.81,1,4.7,5,0,0,FALSE,1,0,0,0,0,66.7
3.09,1,4.5,5,0,1,TRUE,0,1,0,1,1,36.4
1.09,1,5,5,0,1,TRUE,0,0,0,0,0,0
20.04,1,5,5,0,0,FALSE,0,1,0,1,1,100
11.91,1.04,4.9,4.9,0,1,FALSE,1,0,7.1,0,1,100
0.61,1.17,5,3.7,0,0,FALSE,1,0,33.3,0,0,33.3
8.55,1,4,,1,0,FALSE,0,0,0,0,1,0
3.52,1,5,,1,0,FALSE,0,1,0,0,1,100
9.65,1,5,5,0,0,FALSE,0,0,0,1,1,50
1.09,1,5,4,0,1,FALSE,0,0,0,0,1,100
3.94,1.03,4.8,4.6,0,0,FALSE,0,1,8.1,1,1,81.4
3.57,1,4.6,3.3,1,0,TRUE,1,0,0,1,1,63.6
13.95,1,5,,1,0,TRUE,0,0,0,0,0,100
2.45,1,4.7,5,1,0,TRUE,1,0,0,0,0,100
4.16,1.01,4.6,3.2,0,0,TRUE,1,0,5.6,1,1,44.4
26.72,1,5,,1,0,FALSE,0,0,0,0,0,0
